      id      |    ?column?    |       replace        
 248745932100 | no_left_turn   | 34.242281,108.939066
 248799891100 | no_left_turn   | 34.153745,108.888207
 248799891100 | no_left_turn   | 34.153765,108.887499
 248828450100 | no_left_turn   | 34.259192,108.938954
 248828450100 | no_left_turn   | 34.259388,108.939047
 248828450100 | no_left_turn   | 34.259457,108.939047
 248828450100 | no_left_turn   | 34.259535,108.939067
 248887685100 | no_left_turn   | 34.326143,108.894572
 248887685100 | no_left_turn   | 34.326152,108.894628
 248887686100 | no_left_turn   | 34.326152,108.894628
 248887686100 | no_left_turn   | 34.326225,108.895349
 248891817100 | no_left_turn   | 34.231832,108.788228
 248891817100 | no_left_turn   | 34.232099,108.786710
